və	vE
bronxların	bronxlarun
bubon	bubon
bucaqları	bujaglaru
bulvarı	bulvaru
buraxmalı	buraxmalu
burjuaziyası	burZuaziyasu
buxtalar	buxtalar
buxtanın	buxtanun
buğumlar	bumlar
buğumların	bumlarun
buğumun	bumun
böhranla	bEhranla
bölünməsindən	bElinmEsindEn
böyütdü	bEyitdi
böyüyünün	bEyiyinin
bünövrəsinin	binEvrEsinin
bürosuna	birosuna
bütpərəstlik	bitpErEstliS
bəbirlər	bEbirlEr
bədiilik	bEdiiliS
bədənlərində	bEdEnlErindE
bədəvi	bEdEvi
bəhrələnən	bEhrElEnEn
bəladan	bEladan
bərabərində	bErabErindE
bəyliyin	bEyliyin
bəyənmişdir	bEyEnmiSdir
canlanması	janlanmasu
cazibədarlığı	jazibEdarluuu
ciddiliyi	jiddiliyi
cihaza	jihaza
cildli	jildli
cildə	jildE
cinayətkarlara	jinayEtTarlara
cinayətlərdən	jinayEtlErdEn
cisminə	jisminE
cm	jeem
coğrafiyaçı	jorafiyaCu
cümləni	jimlEni
cütlüyünün	jitliyinin
cəhdlərdən	jEhdlErdEn
cəhdlərindən	jEhdlErindEn
cəhətlərinin	jEhEtlErinin
cəhətə	jEhEtE
cəmlənmiş	jEmlEnmiS
cəmlənməsi	jEmlEnmEsi
cəzalandırılmasını	jEzalandurulmasunu
cəzaçəkmə	jEzaCESmE
danışdığımız	danuSduuumuz
darvazanın	darvazanun
dastanların	dastanlarun
daxilindədir	daxilindEdir
dağlarındakı	dalarundaTu
dağlıların	dalularun
dağıldığından	daulduuundan
dağıtmış	dautmuS
daşlarına	daSlaruna
daşıdığına	daSuduuuna
daşında	daSunda
dekabrdan	deTabrdan
deltanın	deltanun
deməkdən	demESdEn
deyilməkdədir	deyilmESdEdir
deyilənlər	deyilEnlEr
deyilənləri	deyilEnlEri
deşikdən	deSiSdEn
dinlənilən	dinlEnilEn
dirəkləri	dirESlEri
diskussiya	disTussia
dispetçer	dispetCer
distal	distal
divizionda	divizionda
dişciklər	diSjiSlEr
dolanaraq	dolanarax
dolaşmaqdadır	dolaSmagdadur
dolduruldu	dolduruldu
dolların	dollarun
dondurulmuş	dondurulmuS
doyma	doyma
dozalarda	dozalarda
doğmuş	domuS
doğmuşdur	domuSdur
doğruldur	doruldur
doğrultdu	dorultdu
doğumundan	doumundan
dramaturgiyasında	dramaturTiyasunda
durumdan	durumdan
duyğulara	duyxulara
duyğusal	duyxusal
duyğusuna	duyxusuna
dönəndən	dEnEndEn
dörddəbir	dErddEbir
dövlətçiliyin	dEvlEtCiliyin
dövranına	dEvranuna
dövriyyəsində	dEvriyyEsindE
döyüşdüyü	dEyiSdiyi
dür	dir
düyünlərində	diyinlErindE
düzülüş	diziliS
düzülüşlü	diziliSli
düzələn	dizElEn
düşünürük	diSiniriS
dəftərində	dEftErindE
dəftərxanasında	dEftErxanasunda
dəhlizinin	dEhlizinin
dəliyini	dEliyini
dəqiqləşdirilir	dEgiglESdirilir
dəqiqələrində	dEgigElErindE
dərindir	dErindir
dərsdən	dErsdEn
dərəcəni	dErEjEni
dəxli	dExli
dəyişikliyindən	dEyiSiSliyindEn
dəyişikliyini	dEyiSiSliyini
dəyişilə	dEyiSilE
dəyməz	dEymEz
dəyərləndirilirdi	dEyErlEndirilirdi
dəyərləndirərək	dEyErlEndirErES
edilmədikdə	edilmEdiSdE
edilməsiylə	edilmEsiylE
edilənlərdən	edilEnlErdEn
ehtirasla	ehtirasla
ehtirasları	ehtiraslaru
eksperimentləri	eSsperimentlEri
ekssentrik	eSssentriS
ekstaz	eSstaz
elastikdir	elastiSdir
elektrikin	eleStriTin
elementlərdir	elementlErdir
eleqant	elegant
elitar	elitar
elədilər	elEdilEr
endirim	endirim
enerjidir	enerZidir
entomologiya	entomoloTia
eol	eol
etibari	ecibari
etimadsızlıq	ecimadsuzlux
etirazçıların	ecirazCularun
etmədikdə	etmEdiSdE
etüd	ecid
evliliyini	evliliyini
eyniliyi	eyniliyi
ezoterik	ezoteriS
eşikağası	eSiTasu
eşqə	eSgE
fabrikin	fabriTin
faciədən	fajiEdEn
faktorunun	faStorunun
fanatların	fanatlarun
fantaziyası	fantaziyasu
farslara	farslara
faydalanmışdır	faydalanmuSdur
fermaları	fermalaru
fermerlərə	fermerlErE
festivalına	festivaluna
fevralına	fevraluna
fikirə	fiTirE
filinin	filinin
formalarıdır	formalarudur
fotonun	fotonun
frontal	frontal
funksiyalı	funSsiyalu
fəallar	fEallar
fəhlənin	fEhlEnin
fəndlər	fEndlEr
fərmanın	fErmanun
fərqlidirlər	fErglidirlEr
fərqləndiyi	fErglEndiyi
fərqsizlik	fErgsizliS
gecədən	TejEdEn
gedək	TedES
gedənə	TedEnE
geofizika	TeofiziTa
germanium	Termanium
gerçəkləşdirilməsi	TerCESlESdirilmEsi
getman	Tetman
geyinirdi	Teyinirdi
gilin	Tilin
giləmeyvədir	TilEmeyvEdir
gimnaziyanın	Timnaziyanun
gursulu	Tursulu
gursululuq	Tursululux
gurultusu	Turultusu
gön	TEn
göndərildiyini	TEndErildiyini
göndərişi	TEndEriSi
görkəmə	TErTEmE
görmürdü	TErmirdi
görməkdə	TErmESdE
görməmişdi	TErmEmiSdi
görün	TErin
görünmürdü	TErinmirdi
görünmə	TErinmE
görünməsini	TErinmEsini
görünəcək	TErinEjES
görüşlərindən	TEriSlErindEn
görərsə	TErErsE
göstəricilərlə	TEstErijilErlE
göstəriləcək	TEstErilEjES
göstərişlərinə	TEstEriSlErinE
göstərməyin	TEstErmEyin
götürdükdən	TEcirdiSdEn
götürüldükdən	TEcirildiSdEn
götürüldüyünü	TEcirildiyini
götürək	TEcirES
gövdədə	TEvdEdE
gözətçisi	TEzEtCisi
gücləndirərək	TijlEndirErES
güllələnmiş	TillElEnmiS
güllələr	TillElEr
güllənin	TillEnin
gümbəzli	TimbEzli
günahların	Tinahlarun
gündəlikdə	TindEliSdE
gündəliyinə	TindEliyinE
güvənən	TivEnEn
güzəranı	TizEranu
gəlməkdən	TElmESdEn
gəlməmiş	TElmEmiS
gəmiçiliyə	TEmiCiliyE
gənəsi	TEnEsi
gətiriblər	TEtiriblEr
gətirməkdir	TEtirmESdir
gətirəcəyinə	TEtirEjEyinE
gəzər	TEzEr
hadisəsidir	hadisEsidir
haker	haTer
hardan	hardan
hazırlamaqdan	hazurlamagdan
hazırlıqla	hazurlugla
hazırlığında	hazurluuunda
haşiyəsi	haSiyEsi
helikopterin	heliTopterin
helikopterinin	heliTopterinin
heroin	heroin
hesablamağa	hesablama
hesablana	hesablana
hesablanıb	hesablanub
hesablaşma	hesablaSma
heykəlciyi	heyTEljiyi
heykəldə	heyTEldE
hidrostatik	hidrostatiS
hikməti	hiSmEti
hüdudlanır	hidudlanur
hüdudsuz	hidudsuz
hündürlüyündən	hindirliyindEn
həkimlərdən	hETimlErdEn
həmahəng	hEmahEnT
həmkarlarına	hEmTarlaruna
həmyerliləri	hEmyerlilEri
həmyerlimiz	hEmyerlimiz
həndəsəsi	hEndEsEsi
həqiqətdən	hEgigEtdEn
hərarətlə	hErarEtlE
hərbində	hErbindE
hərfindən	hErfindEn
həvəssiz	hEvEssiz
həyətindəki	hEyEtindETi
həzmə	hEzmE
icazəsini	ijazEsini
icmalarına	ijmalaruna
id	id
ikidilli	iTidilli
ikincinin	iTinjinin
ikonalar	iTonalar
ikonası	iTonasu
ikrah	iSrah
imanlı	imanlu
imtahana	imtahana
imzalanmışdı	imzalanmuSdu
infeksiyasının	infeSsiyasunun
infuzorlar	infuzorlar
ingilislərdən	inTilislErdEn
inkvizisiya	inSvizisia
intensivliyinə	intensivliyinE
inteqrativ	integrativ
intoksikasiya	intoSsiTasia
ionlaşdırıcı	ionlaSduruju
ionunun	ionunun
ipəkçiliyin	ipESCiliyin
iqlimini	iglimini
iqtibas	igtibas
islahatlardan	islahatlardan
islahatlarının	islahatlarunun
israf	israf
israilli	isralli
istedadından	istedadundan
istehsalçılarının	istehsalCularunun
istifadəçilərinə	istifadECilErinE
istiliklə	istiliSlE
itdi	itdi
itirdikləri	icirdiSlEri
itlərə	itlErE
ittifaqında	ittifagunda
ixtisaslaşması	ixtisaslaSmasu
iydə	iydE
iysiz	iysiz
izinin	izinin
izləməsi	izlEmEsi
izlənildi	izlEnildi
izləyicinin	izlEyijinin
içkilərdən	iCTilErdEn
işlənməsini	iSlEnmEsini
işıqlandırılan	iSuglandurulan
işıqsevəndir	iSugsevEndir
janrlara	Zanrlara
kabinəsi	TabinEsi
kabusu	Tabusu
kadrlarla	Tadrlarla
kafirlərin	TafirlErin
kamfora	Tamfora
kamin	Tamin
kampaniyalar	Tampaniyalar
kantri	Tantri
kara	Tara
karyeraya	Taryeraya
katibə	TatibE
katod	Tatod
keyfiyyətində	TeyfiyyEtindE
keçilər	TeCilEr
keçirdikdə	TeCirdiSdE
keçmələri	TeCmElEri
keçənə	TeCEnE
kifayətlənmək	TifayEtlEnmES
kimidə	TimidE
kimisi	Timisi
kimliyinin	Timliyinin
kimyaya	Timyaya
kitabxanasıdır	Titabxanasudur
kişik	TiSiS
koalisiyasının	Toalisiyasunun
koda	Toda
kodunun	Todunun
kofein	Tofein
kokain	ToTan
kolluqların	Tolluglarun
kolxoza	Tolxoza
komandirin	Tomandirin
kompaniyalar	Tompaniyalar
komponentini	Tomponentini
konsaltinq	Tonsaltinx
konservatoriyanın	Tonservatoriyanun
koordinatlarını	Toordinatlarunu
kostyumun	Tostyumun
krallıqları	Sralluglaru
kraterlər	SraterlEr
kreslo	Sreslo
kristallaşır	SristallaSur
kurortları	Turortlaru
kvadratlar	Svadratlar
kölgəlik	TElTEliS
körfəzdə	TErfEzdE
körpüsünə	TErpisinE
köçürdülər	TECirdilEr
köçürüldüyü	TECirildiyi
kürəyə	TirEyE
kədərlənir	TEdErlEnir
kəhrəba	TEhrEba
kəkili	TETili
kəm	TEm
kəndindəndir	TEndindEndir
kərpiç	TErpiC
kəsikləri	TEsiSlEri
kəslərə	TEslErE
laboratoriyanın	laboratoriyanun
landşaftlarının	landSaftlarunun
lazimi	lazimi
leksikası	leSsiTasu
libası	libasu
liderliyindəki	liderliyindETi
likvidlik	liSvidliS
limonun	limonun
litrlik	litrliS
lordu	lordu
lovğa	lovxa
loyal	loyal
lənətli	lEnEtli
ləqəbinin	lEgEbinin
ləqəblər	lEgEblEr
mahala	mahala
maliyyələşdirir	maliyyElESdirir
manifesti	manifesti
manqalar	mangalar
manufaktura	manufaStura
market	marTet
marksizmin	marSsizmin
masasında	masasunda
maskasını	masTasunu
massivlərinin	massivlErinin
maşınqayırması	maSungayurmasu
mediasının	mediasunun
melodiyalar	melodiyalar
melodiyanı	melodiyanu
membranla	membranla
meteor	meceor
metodika	metodiTa
metropoliteninin	metropoliceninin
meyidini	meyidini
meyilləri	meyillEri
meyllərini	meyllErini
mezozoy	mezozoy
mikroblar	miSroblar
mikrodalğa	miSrodalxa
minerallaşmaya	minerallaSmaya
miqrantlar	migrantlar
misqal	misgal
mitropolit	mitropolit
modelli	modelli
modernləşmə	modernlESmE
modifikasiyaları	modifiTasiyalaru
moment	moment
monarxiyasının	monarxiyasunun
monax	monax
multikultural	multiTultural
mutasiyaya	mutasiyaya
muxtəlif	muxtElif
möcüzələri	mEjizElEri
möhkəmliyinə	mEhTEmliyinE
möhkəmlənmişdir	mEhTEmlEnmiSdir
möhürünü	mEhirini
müftisi	miftisi
mühacirəti	mihajirEti
mühazirəçi	mihazirECi
mühərriyi	mihErriyi
mükafatdan	miTafatdan
mükafatlandırılır	miTafatlandurulur
mülkədarın	milTEdarun
mümkünsüzlüyü	mimTinsizliyi
münaqişələrdə	minagiSElErdE
münbitliyinin	minbitliyinin
müqəddəsi	migEddEsi
müraciətə	mirajiEtE
mürid	mirid
müstəmləkəsinə	mistEmlETEsinE
müstəvisinə	mistEvisinE
mütəfəkkirin	mitEfESTirin
mütəxəssislərlə	mitExEssislErlE
müvəffəqiyyətinin	mivEffEgiyyEtinin
müxalifətdə	mixalifEtdE
müxtəlifliyə	mixtElifliyE
müşahidəçinin	miSahidECinin
müəllimdən	miEllimdEn
müəyyənləşdirilə	miEyyEnlESdirilE
məcmuələrində	mEjmuElErindE
məhdudlaşdırdı	mEhdudlaSdurdu
məhdudlaşdırılmışdır	mEhdudlaSdurulmuSdur
məhkumdur	mEhTumdur
məhkəmələrinin	mEhTEmElErinin
məhlulla	mEhlulla
məhsuluna	mEhsuluna
məhəlləsinə	mEhEllEsinE
məmnunluq	mEmnunlux
məməlilərdə	mEmElilErdE
mənafelərinin	mEnafelErinin
mənasından	mEnasundan
mənasızdır	mEnasuzdur
mənimsənilmişdir	mEnimsEnilmiSdir
mənimsəyə	mEnimsEyE
məntəqələr	mEntEgElEr
məntəqələrin	mEntEgElErin
mənzərəyə	mEnzErEyE
məqaləyə	mEgalEyE
məqsədimiz	mEgsEdimiz
məruzəçi	mEruzECi
məsafəsinə	mEsafEsinE
məsdər	mEsdEr
məzhəbləri	mEzhEblEri
məğlubiyyətlər	mElubiyyEtlEr
məşhurlaşdıran	mEShurlaSduran
məşqçisidir	mESgCisidir
namazdan	namazdan
naqilin	nagilin
nazirliyə	nazirliyE
nefli	nefli
neftçilərinin	neftCilErinin
neftçisi	neftCisi
neftə	neftE
neştərşəkilli	neStErSETilli
nişangah	niSanTah
nişanına	niSanuna
növlərindəndir	nEvlErindEndir
nəqliyyata	nEgliyyata
nəsrin	nEsrin
nəsrində	nEsrindE
nəvə	nEvE
nəvələrindən	nEvElErindEn
nəzəriyyəsidir	nEzEriyyEsidir
nəşriyyatın	nESriyyatun
oblastında	oblastunda
olacağam	olajam
olarmış	olarmuS
olayı	olayu
olmamasının	olmamasunun
olmamışlar	olmamuSlar
olmasındadır	olmasundadur
olmayacaqdı	olmayajagdu
olmurdular	olmurdular
olursan	olursan
ondakı	ondaTu
onlan	onlan
onqon	ongon
operalarını	operalarunu
operettasının	operettasunun
opsion	opsion
orfoqrafiya	orfografia
orijinalın	oriZinalun
oriyentasiya	oriyentasia
orkestra	orTestra
ortaqlıq	ortaglux
osmanlılarla	osmanlularla
otaqlarını	otaglarunu
otellərdə	otellErdE
oturacaqlı	oturajaglu
oturtdu	oturtdu
ovalıqları	ovaluglaru
ovqat	ovgat
oxatan	oxatan
oxdan	oxdan
oxunduğu	oxundu
oxuyanlar	oxuyanlar
oxşarlığını	oxSarluuunu
oymağında	oymaunda
oynamaqdan	oynamagdan
oynamışdılar	oynamuSdular
oynanıla	oynanula
oyuncağı	oyunjau
oyunla	oyunla
oğlanlarının	olanlarunun
oğruların	orularun
oğula	oula
paketinə	paTecinE
paltarının	paltarunun
paradoks	paradoSs
paradoksal	paradoSsal
parafinli	parafinli
parallel	parallel
parametrin	parametrin
parlamentar	parlamentar
parlaqlığını	parlagluuunu
partiyasında	partiyasunda
partizanların	partizanlarun
partladıb	partladub
partlayan	partlayan
partlayışda	partlayuSda
parçalanmasında	parCalanmasunda
parçalanmasını	parCalanmasunu
paxlava	paxlava
payladı	payladu
paylanmasının	paylanmasunun
piltdaun	piltdaun
pirolizi	pirolizi
pisləşməyə	pislESmEyE
planetdən	planetdEn
planetləri	planetlEri
planlaşdırdı	planlaSdurdu
planlaşdırırdılar	planlaSdururdular
plastikdən	plastiSdEn
plitələri	plitElEri
plitənin	plitEnin
poemalarını	poemalarunu
polivinil	polivinil
polyarizasiya	polyarizasia
polşa	polSa
populist	populist
populyasiyaların	populyasiyalarun
populyasiyalarının	populyasiyalarunun
portretdə	portretdE
povestinin	povestinin
pozduğuna	pozduna
pozması	pozmasu
pozulan	pozulan
poçtla	poCtla
predmetini	predmecini
prinsiplərdən	prinsiplErdEn
provaslav	provaslav
pyeslərində	pyeslErindE
pər	pEr
pəstah	pEstah
qabağındadır	gabaundadur
qabiliyyətlərinə	gabiliyyEtlErinE
qabıqdan	gabugdan
qafqaz	gafgaz
qalaktikalarda	galaStiTalarda
qalarsa	galarsa
qaliblərinin	galiblErinin
qalxanda	galxanda
qalxmasını	galxmasunu
qalxırlar	galxurlar
qalıqsız	galugsuz
qanadda	ganadda
qanunauyğunluğu	ganunauyxunlu
qaralır	garalur
qaranlıqdır	garanlugdur
qartallar	gartallar
qarışıqlarının	garuSuglarunun
qarşıdurmaları	garSudurmalaru
qarşımızda	garSumuzda
qatillərin	gatillErin
qatılaşdırılmış	gatulaSdurulmuS
qatılığının	gatuluuunun
qavramaq	gavramax
qayalıqların	gayaluglarun
qaynaqların	gaynaglarun
qaynağıdır	gaynaudur
qaytarılmış	gaytarulmuS
qayıqlara	gayuglara
qazanlar	gazanlar
qazanmasını	gazanmasunu
qaçar	gaCar
qaşı	gaSu
qidalandırıcı	gidalanduruju
qisimini	gisimini
qitəyə	gitEyE
qiymətləndirilməsinin	giymEtlEndirilmEsinin
qiymətləndirmişdi	giymEtlEndirmiSdi
qladiatorlar	gladiatorlar
qocalma	gojalma
qocalmış	gojalmuS
qopmuş	gopmuS
qorumaqda	gorumagda
qova	gova
qovulduqdan	govuldugdan
qovşağın	govSaun
qovşağının	govSaunun
qoymalı	goymalu
qoymurdu	goymurdu
qoyular	goyular
qoşulmasına	goSulmasuna
qoşulurdu	goSulurdu
qruplaşmaların	gruplaSmalarun
qucağında	gujaunda
quma	guma
qumluq	gumlux
qumun	gumun
qurduğunu	gurdunu
qurmasına	gurmasuna
qurtuluşu	gurtuluSu
qurudurlar	gurudurlar
qvardiyasının	gvardiyasunun
qürurlu	girurlu
qıcıqlanması	gujuglanmasu
qırqovul	gurgovul
qırğına	gurxuna
qısqanc	gusganj
qızartı	guzartu
qızlarına	guzlaruna
qızması	guzmasu
qızmış	guzmuS
qızılbaşlara	guzulbaSlara
qəbilədən	gEbilEdEn
qəbiləyə	gEbilEyE
qəbirstanlıq	gEbirstanlux
qəbristanlıqda	gEbristanlugda
qədimliyini	gEdimliyini
qəhrəmanımızın	gEhrEmanumuzun
qəhvənin	gEhvEnin
qənimətlər	gEnimEtlEr
qərarda	gErarda
qərbli	gErbli
radiusda	radiusda
rahatsız	rahatsuz
ramazan	ramazan
rayonlarındakı	rayonlarundaTu
razılaşmasına	razulaSmasuna
razılaşıb	razulaSub
reallaşmışdır	reallaSmuSdur
reallıqları	realluglaru
redaksiyada	redaSsiyada
redaktorlarından	redaStorlarundan
redaktorunun	redaStorunun
referendumun	referendumun
reformist	reformist
regionundan	reTionundan
reklamında	reSlamunda
respondent	respondent
respublikaçıların	respubliTaCularun
reyestrinə	reyestrinE
reytinqini	reytingini
rezident	rezident
rezonansı	rezonansu
roll	roll
run	run
runik	runiS
ruslaşdırma	ruslaSdurma
rəngbərəng	rEnTbErEnT
rənglərinin	rEnTlErinin
rəqqasın	rEggasun
rəsmlərindən	rEsmlErindEn
rəssamlıqla	rEssamlugla
saatdır	saatdur
sadiqlik	sadigliS
sadiqliyini	sadigliyini
sahəvi	sahEvi
salanda	salanda
salnaməçisi	salnamECisi
salondan	salondan
salxımlarda	salxumlarda
salındığını	salunduuunu
samurayların	samuraylarun
saniyənin	saniyEnin
saralır	saralur
satınalma	satunalma
saxlamasına	saxlamasuna
saxlanmaqdadır	saxlanmagdadur
saxlanılmalıdır	saxlanulmaludur
saytından	saytundan
sayğacı	sayxaju
sayılmırdı	sayulmurdu
sağlamlığın	salamluuun
serialdan	serialdan
servisi	servisi
sevirdilər	sevirdilEr
sevərlər	sevErlEr
seçimlərdə	seCimlErdE
seçməli	seCmEli
seçməyi	seCmEyi
sidiyin	sidiyin
siklop	siSlop
sikveli	siSveli
silahdaşlarından	silahdaSlarundan
silahlanmasında	silahlanmasunda
sinaqoqun	sinagogun
siniflərində	siniflErindE
sinqlın	singlun
siqnalını	signalunu
sirkulyasiya	sirTulyasia
sobaları	sobalaru
sobanın	sobanun
sonsuzluq	sonsuzlux
sormacının	sormajunun
soruşulan	soruSulan
sosioloqu	sosiologu
soxulur	soxulur
spektrli	speStrli
sperma	sperma
spirtlərin	spirtlErin
stilləşdirilmiş	stillESdirilmiS
sultani	sultani
superinsan	superinsan
sxemə	sxemE
sökülərək	sETilErES
söykənirdi	sEyTEnirdi
söylənilmişdir	sEylEnilmiSdir
söyləyənlər	sEylEyEnlEr
südündə	sidindE
süfrəsində	sifrEsindE
süzgəcindən	sizTEjindEn
sınması	sunmasu
sını	sunu
sıxıcı	suxuju
sığınmış	suuunmuS
sığınır	suuunur
səbədən	sEbEdEn
səddin	sEddin
səhabə	sEhabE
səhifəni	sEhifEni
səhnəciklər	sEhnEjiSlEr
səhrasının	sEhrasunun
səlləm	sEllEm
səltənətin	sEltEnEtin
sələfinin	sElEfinin
səmtə	sEmtE
sənədini	sEnEdini
sənətimizin	sEnEtimizin
sənətkara	sEnEtTara
sənətkardır	sEnEtTardur
sənətkarlarla	sEnEtTarlarla
sərgilərinin	sErTilErinin
səriştəsi	sEriStEsi
səsləndirmək	sEslEndirmES
səslənib	sEslEnib
səslərlə	sEslErlE
səsləyirdi	sEslEyirdi
səthlərdə	sEthlErdE
səviyyədəki	sEviyyEdETi
səylərə	sEylErE
tabeliyindədir	tabeliyindEdir
taktikaları	taStiTalaru
tamaşalardan	tamaSalardan
tanklarını	tanSlarunu
tanımağı	tanumau
tanındığı	tanunduuu
tanınırdılar	tanunurdular
tapmasında	tapmasunda
taqım	tagum
tarixçilərindən	tarixCilErindEn
tellərinin	tellErinin
temperaturları	temperaturlaru
teosof	teosof
terrorçulardan	terrorCulardan
texnologiyalarından	texnoloTiyalarundan
tikilməsinin	tiTilmEsinin
tilləri	tillEri
tirələr	tirElEr
tirələrindən	tirElErindEn
titulunun	titulunun
tonlu	tonlu
toplumlar	toplumlar
topoloji	topoloZi
toqquşan	togguSan
torflu	torflu
tovuz	tovuz
toxumasından	toxumasundan
toxundu	toxundu
toyuğu	toyu
trafiki	trafiTi
translyasiya	translyasia
travmalar	travmalar
treyleri	treyleri
trilogiya	triloTia
trilogiyanın	triloTiyanun
turneyə	turneyE
tutanda	tutanda
tutmalar	tutmalar
tutmayıb	tutmayub
tutulduqdan	tutuldugdan
tutulmayan	tutulmayan
tökülməsinə	tETilmEsinE
törəməsidir	tErEmEsidir
törətmişdir	tErEtmiSdir
türkcədir	tirSjEdir
tüstünün	tistinin
təbliğatının	tEbliyatunun
tədqiqatla	tEdgigatla
təkaful	tETaful
təki	tETi
təkmilləşmə	tESmillESmE
təkrarladı	tESrarladu
təlabatı	tElabatu
tələblərdən	tElEblErdEn
tələbəni	tElEbEni
tələsinə	tElEsinE
təminatından	tEminatundan
təmizliyə	tEmizliyE
təntənəsi	tEntEnEsi
təqaüdçüsüdür	tEgaidCisidir
tərifləyən	tEriflEyEn
tərzli	tErzli
təsdiqlənən	tEsdiglEnEn
təskinlik	tEsTinliS
təsəlliverici	tEsElliveriji
təsərrüfatlar	tEsErrifatlar
tətilə	tEtilE
təyinatlılar	tEyinatlular
təyinetmə	tEyinetmE
təyəmmümlə	tEyEmmimlE
təzim	tEzim
təəccübləndirir	tEEjjiblEndirir
udulan	udulan
unudaraq	unudarax
uzaqlaşa	uzaglaSa
uzatmağa	uzatma
uzlaşması	uzlaSmasu
uçilişi	uCiliSi
vahidin	vahidin
valyutaya	valyutaya
valın	valun
vaqe	vage
variantdan	variantdan
variantlarından	variantlarundan
vaxtki	vaxtTi
vağzal	vazal
veda	veda
velosipedi	velosipedi
verdiyimiz	verdiyimiz
verilişlərdə	veriliSlErdE
verilməklə	verilmESlE
verilərdi	verilErdi
versiyalardan	versiyalardan
videonun	videonun
vokalı	voTalu
vulkanizmi	vulTanizmi
vuruşu	vuruSu
vurğulamışdı	vurxulamuSdu
vəhdətindən	vEhdEtindEn
vəl	vEl
vərəqləri	vErEglEri
vərəqələri	vErEgElEri
vətər	vEtEr
xarrat	xarrat
xasiyyət	xasiyyEt
xatırlatmaq	xaturlatmax
xoca	xoja
xolesterinin	xolesterinin
xoşa	xoSa
xoşbəxtliyini	xoSbExtliyini
xoşməramlı	xoSmEramlu
xəlifələrin	xElifElErin
xəlq	xElx
xərclərlə	xErjlErlE
xəsis	xEsis
xətlərə	xEtlErE
xəyanətə	xEyanEtE
yamacındadır	yamajundadur
yanaşmağı	yanaSmau
yandırırdılar	yandururdular
yanğında	yanxunda
yanğınsöndürənlər	yanxunsEndirEnlEr
yaranmasıdır	yaranmasudur
yardımcı	yardumju
yarusda	yarusda
yarusun	yarusun
yarışlardan	yaruSlardan
yasəmən	yasEmEn
yatıra	yatura
yatırır	yaturur
yaxındırlar	yaxundurlar
yaxınlaşdırdı	yaxunlaSdurdu
yaylar	yaylar
yayımlamağa	yayumlama
yayırdı	yayurdu
yazarlarından	yazarlarundan
yazdım	yazdum
yazmasına	yazmasuna
yazılanlara	yazulanlara
yazıçısının	yazuCusunun
yaşlarını	yaSlarunu
yeməklərini	yemESlErini
yeməyidir	yemEyidir
yeməyindən	yemEyindEn
yeridilən	yeridilEn
yerkökü	yerTETi
yerləşdirilərək	yerlESdirilErES
yetirildikdən	yecirildiSdEn
yetirmir	yecirmir
yetişdirməklə	yeciSdirmESlE
yivli	yivli
yolverilməzdir	yolverilmEzdir
yoxlamalar	yoxlamalar
yoxluq	yoxlux
yumdu	yumdu
yumruları	yumrularu
yumurtalarının	yumurtalarunun
yumşaldır	yumSaldur
yumşaltmaq	yumSaltmax
yunancadan	yunanjadan
