je	ye
mirovnih	mirovnih
mitohondrija	mitohondriyE
mitova	mitovE
mitoze	mitozE
mladunce	mladuncE
mod	mod
monomera	monomErE
morskoj	morskoy
mrzi	mrzi
mudraca	mudrEcE
nacionalista	nacionElistE
nadgleda	nadglEdE
nadimku	nadimku
nagiba	nagibE
nahije	nahiye
najavljen	noyEvlyen
najširem	noySirEm
nakupine	nakupinE
napadnu	napEdnu
napajanje	napoyE5e
napominje	napomi5e
nasljedstva	nasLetstvE
nastavci	nastEfci
nasumično	nasumiCno
naučnu	nauCnu
nazvanom	nazvEnom
nekolicina	nEkolicinE
neriješenim	nEriyeSEnim
neslaganje	nEslEgE5e
neuronima	nEuronimE
nezavisan	nEzEvisEn
nit	nit
nomenklature	nomENklEturE
nosači	nosECi
nositelji	nositELi
novost	novost
noćno	noCno
nudeći	nudECi
obavještajne	obEvyeStoynE
običnom	obiCnom
obližnjeg	obliZ5eg
obnašao	obnESEo
obnoviti	obnoviti
obojenih	oboyenih
obrascima	obrEscimE
obratio	obrEtio
obrazovnih	obrEzovnih
obrede	obrEdE
obuci	obuci
obuhvatao	obuhvEtEo
obuće	obuCE
odabrane	odEbrEnE
odabranih	odEbrEnih
odbacili	odbEcili
odbacivanja	odbEcivE5E
odigra	odigrE
odustane	odustEnE
odveden	odvEdEn
ograničenog	ogrEniCEnog
ogromno	ogromno
ohrabruje	ohrEbruye
ojačana	oyECEnE
okosnicu	okosnicu
okrenuli	okrEnuli
okrugle	okruglE
okupljanje	okupLE5e
olakšalo	olEkSElo
omiljen	omiLen
omjerom	omyerom
opeke	opEkE
oporezivanja	oporEzivE5E
opticaj	opticoy
optike	optikE
osmom	osmom
osnivačem	osnivECEm
osobenosti	osobEnosti
otapala	otEpElE
oteti	otEti
otporni	otporni
otvorenoj	otvorEnoy
ovojnice	ovoynicE
ozbiljnosti	ozbiLnosti
očekuju	oCEkuyu
očuvane	oCuvEnE
paketi	pakEti
palac	palEc
pale	palE
paracetamol	porEcEtEmol
patenata	patEnEtE
periodnog	pEriodnog
pisala	pisElE
pitanjem	pitE5em
plavih	plavih
plaćali	plaCEli
plitko	plitko
plivanje	plivE5e
plodove	plodovE
pobjegnu	pobyegnu
poboljšani	poboLSEni
podigla	podiglE
podijeljenih	podiyeLenih
podudaraju	podudoroyu
poduhvat	poduhvEt
poglavice	poglEvicE
pogonu	pogonu
pojačano	poyECEno
pojesti	poyesti
pokrajinu	pokroyinu
polena	polEnE
pomicanje	pomicE5e
pomjeranje	pomyerE5e
pomorsku	pomorsku
popisanih	popisEnih
poredani	porEdEni
portreta	portrEtE
posjetila	posyetilE
posjećivao	posyeCivEo
poslovnog	poslovnog
posluje	posluye
posrednik	posrEdnik
posreduje	posrEduye
postojeća	postoyeCE
potezi	potEzi
potezima	potEzimE
potpis	potpis
potrage	potrEgE
povezali	povEzEli
povijest	poviyest
povjerio	povyerio
povlastice	povlEsticE
povraćanje	povrECE5e
povredama	povrEdEmE
pozorišna	pozoriSnE
pozove	pozovE
pošalju	poSELu
pravili	pravili
pravljenja	pravlye5E
pravoslavni	pravoslEvni
predložene	prEdloZEnE
predsjedava	prEtsyedEvE
predsjednici	prEtsyednici
predstavili	prEtstEvili
predstavnicima	prEtstEvnicimE
preferiraju	prEfEriroyu
pregrada	prEgrEdE
prekasno	prEkEsno
prekomjerne	prEkomyernE
prekretnica	prEkrEtnicE
prekursor	prEkursor
preminula	prEminulE
prenositi	prEnositi
preokret	prEokrEt
prerasla	prErEslE
prevedene	prEvEdEnE
prešlo	prESlo
prikupljaju	prikupLoyu
prilagodbe	prilEgodbE
prilagođava	prilEgojEvE
primijenjen	primiye5en
primorje	primorye
pripao	pripEo
pripojena	pripoyenE
pritvoru	pritvoru
prizor	prizor
probe	probE
prodala	prodElE
produkata	produkEtE
produžava	produZEvE
programera	progrEmErE
promašaj	promESoy
promijene	promiyenE
promjeru	promyeru
promotora	promotorE
promovirao	promovirEo
proračunima	prorECunimE
proročanstva	proroCEnstvE
provede	provEdE
provedenih	provEdEnih
provodili	provodili
pročitati	proCitEti
pucnjave	puc5EvE
pukotina	pukotinE
putujući	putuyuCi
pušenje	puSE5e
rangirana	raNgirEnE
ranjeni	ra5eni
raspravu	rasprEvu
rastvorene	rastvorEnE
ratnoj	ratnoy
razdvojeni	razdvoyeni
razgrađuje	razgrEjuye
razgrađuju	razgrEjuyu
razmaku	razmEku
razvijanja	razviyE5E
razvijenosti	razviyenosti
reaktivnost	rEEktivnost
redovna	rEdovnE
relevantne	rElEvEntnE
reprezentacijom	rEprEzEntEciyom
republikanci	rEpublikEnci
rezervnih	rEzErvnih
rotiraju	rotiroyu
ruralnim	rurElnim
ručne	ruCnE
sadržani	sadrZEni
sahranjena	sahrE5enE
sakuplja	sakupLE
savezni	savEzni
scenarije	scEnoriye
sedamnaest	sEdEmnEEst
sedmog	sEdmog
sedre	sEdrE
seks	sEks
senator	sEnEtor
seobe	sEobE
sesije	sEsiye
sigurna	sigurnE
siromašnih	siromESnih
siromašnim	siromESnim
sirovi	sirovi
situacijom	situEciyom
sjekira	syekirE
sjeveroistočni	syevEroistoCni
skraćuje	skraCuye
skrivene	skrivEnE
skupio	skupio
slabih	slabih
slabijeg	slabiyeg
slagao	slagEo
slana	slanE
slavenski	slavEnski
slavenskog	slavEnskog
slijedile	sliyedilE
slijediti	sliyediti
sljemenjak	sLemE5Ek
slona	slonE
smanjenom	sma5enom
smislio	smislio
snimljenih	snimLenih
sonata	sonEtE
sonda	sondE
spermatozoida	spErmEtozoidE
spomenutih	spomEnutih
spomenuto	spomEnuto
sprečavajući	sprECEvoyuCi
spuštanje	spuStE5e
središtem	srEdiStEm
stabilnu	stabilnu
stablu	stablu
staje	stoye
stanicama	stanicEmE
statistika	statistikE
stimulacija	stimulEciyE
stiču	stiCu
stolom	stolom
straga	stragE
strancima	strancimE
stric	stric
strogim	strogim
strukturni	strukturni
stupanja	stupE5E
stupova	stupovE
stvoreno	stvorEno
sudjeluje	sudyeluye
sudjeluju	sudyeluyu
suhi	suhi
suočavaju	suoCEvoyu
superkupa	supErkupE
suri	suri
svečanom	svECEnom
svjetlije	svyetliye
taksonomski	taksonomski
tamnije	tamniye
tantala	tantElE
tačni	taCni
tačnost	taCnost
teatru	tEEtru
tehničkog	tEhniCkog
televizijsku	tElEviziysku
testove	tEstovE
tečni	tECni
tiho	tiho
tinejdžera	tineyjErE
toksičnost	toksiCnost
toplotna	toplotnE
trgovačko	trgovECko
trgovca	trgofcE
trio	trio
turnire	turnirE
tvorevine	tvorEvinE
ugrađene	ugrEjEnE
univerzalno	univErzElno
upija	upiyE
upravitelja	uprEvitELE
uređenju	urEjE5u
usavršavanje	usEvrSEvE5e
usmjeravanje	usmyerEvE5e
uspješnom	uspyeSnom
usvajanja	usvoyE5E
uticajima	uticoyimE
uvedeni	uvEdEni
ventil	vEntil
vertikalni	vErtikElni
vezira	vEzirE
vezivno	vEzivno
vidjevši	vidyefSi
vidljivih	vidLivih
vijećnika	viyeCnikE
viđena	vijEnE
vjerovatnije	vyerovEtniye
voditelja	voditELE
vođene	vojEnE
vratile	vratilE
vrijedno	vriyedno
zabranila	zabrEnilE
zadacima	zadEcimE
zadatkom	zadEtkom
zahtjevaju	zahtyevoyu
zahtjevu	zahtyevu
zaključke	zakLuCkE
zakonskih	zakonskih
zamijenjeni	zamiye5eni
zamjenom	zamyenom
zanatlije	zanEtliye
zarobljene	zorobLenE
zastavama	zastEvEmE
zastavom	zastEvom
zastupljenosti	zastupLenosti
zatvarač	zatvorEC
zaustavljanja	zaustEvlyE5E
zauzet	zauzEt
završne	zavrSnE
začeća	zaCECE
zaštitne	zaStitnE
zaštićeno	zaStiCEno
zdravstvena	zdrafstvEnE
zlostavljanje	zlostEvlyE5e
zloupotrebe	zlopotrEbE
zore	zorE
zovemo	zovEmo
Čine	CinE
čas	Cas
čaše	CaSE
četnika	CEtnikE
članicama	ClanicEmE
čuju	Cuyu
Šef	SEf
Španska	SpanskE
Švedsku	SvEtsku
šahovskoj	Sahofskoy
širila	SirilE
širini	Sirini
štampana	StampEnE
štapom	Stapom
štititi	Stititi
AG	ag
AV	av3
Abdić	abdiC
Academy	acEdEmi
Adele	adElE
Adrian	adriEn
Aktivnost	aktivnost
Alfreda	alfrEdE
Andreas	andrEEs
Armstrong	ormstroNg
Atinjani	ati5Eni
Atlantski	atlEntski
Austrijska	austriyskE
Auto	auto
Ball	ball
Bayern	bayErn
Bijele	biyelE
Boleyn	bolEyn
Br	b3r3
Bugara	bugorE
CE	cE
Carlo	corlo
Caroline	corolinE
Christiana	christiEnE
Cvjeta	cvyetE
Cộnga	c3 slovoyedEnEd3dEvEt n3 g3 E
Damir	damir
Dani	dani
Danica	danicE
Daniela	daniElE
Dao	dao
Definicija	dEfiniciyE
Diamond	diEmond
Dubaiju	dubEiyu
EC	Ec
ER	Er
Elektroprivrede	ElEktroprivrEdE
Europi	Europi
Forest	forEst
François	francois
GM	g3m3
Garfield	gorfiEld
Gatiss	gatiss
Gibraltara	gibrEltorE
Girl	girl
Glas	glas
Gospodin	gospodin
Govori	govori
Gradskog	gratskog
Granada	granEdE
Graniči	graniCi
HSP	x3s3p3
Hajduk	xoyduk
Halida	xalidE
Herbert	xErbErt
IBM	ib3m3
IQ	ikv3
Institute	institutE
Ioni	ioni
Iron	iron
Italijana	itEliyEnE
Jajcu	yoycu
Jednostavno	yednostEvno
Jen	yen
Jima	yimE
Jo	yo
Juda	yudE
Jules	yulEs
Julia	yuliE
Južnu	yuZnu
KV	k3v3
Karadžić	korEjiC
Kartage	kortEgE
Katarine	katorinE
Kijevske	kiyefskE
Kineska	kinEskE
Kineza	kinEzE
Klaudija	klaudiyE
Klaudije	klaudiye
Kolumbije	kolumbiye
Kominterne	komintErnE
Larve	lorvE
Lava	lavE
Lean	lEEn
Led	lEd
Madame	madEmE
Margaret	morgorEt
Medical	mEdicEl
Medinu	mEdinu
Mezopotamije	mEzopotEmiye
Mlađi	mlaji
Muslimanska	muslimEnskE
NASA	nasE
Najznačajnija	noyznECoyniyE
Nash	nash
Navedene	navEdEnE
Naš	naS
Nevada	nEvEdE
Newton	nEfton
Nivo	nivo
Nišani	niSEni
Ništa	niStE
Novak	novEk
Novčanica	nofCEnicE
Oboje	oboye
Odjeljenje	odyeLe5e
Office	officE
Okrugu	okrugu
Omera	omErE
Osmanlijama	osmEnliyEmE
PO	po
Page	pagE
Palestine	palEstinE
Pećina	pECinE
Phillips	phillips
Portugalu	portugElu
Posebnu	posEbnu
Potiče	potiCE
Prateći	pratECi
Prijedoru	priyedoru
Radija	radiyE
Radoslav	radoslEv
Rana	ranE
Razne	raznE
Rječnik	ryeCnik
Rogatici	rogEtici
Roy	roy
Rugby	rugbi
SK	s3k3
SO	so
Sav	sav
Scipion	scipion
Scully	sculli
Sekundarna	sEkundornE
Skulptura	skulpturE
Snage	snagE
Sredozemnog	srEdozEmnog
Srpskog	srpskog
Stadium	stadium
Stephena	stEphEnE
Stockholmu	stockholmu
Tadašnji	tadES5i
Tijekom	tiyekom
Tradicionalna	tradicionElnE
Tunis	tunis
Turski	turski
Tuđman	tujmEn
Uslijedila	usliyedilE
Ustanak	ustEnEk
Vakufa	vakufE
Vanjska	va5skE
Vasilija	vasiliyE
Vera	vErE
Vikinga	vikiNgE
Vladislava	vladislEvE
Voditelji	voditELi
Vremena	vrEmEnE
Vrsta	vrsta
WTA	dvostruko v3t3E
Xbox	kzboks
Zabranjeno	zabrE5eno
Zmaj	zmoy
Zvanično	zvaniCno
adhezije	athEziye
adresa	adrEsE
alkil	alkil
amaterski	amEtErski
ansambla	ansEmblE
ar	or
arhitektonskog	orhitEktonskog
ateizma	atEizmE
atrakcije	atrEkciye
autom	autom
autorskih	autorskih
bazna	baznE
biroa	biroE
blagoslov	blagoslov
boljih	boLih
bolovi	bolovi
bor	bor
bočnoj	boCnoy
brežuljcima	brEZuLcimE
brežuljku	brEZuLku
broma	bromE
brutalno	brutElno
brža	brZa
bubrežnih	bubrEZnih
bugarska	bugorskE
bugarski	bugorski
buđenja	bujE5E
cijenama	ciyenEmE
cikluse	ciklusE
coli	coli
daljim	daLim
danom	danom
definisani	dEfinisEni
dejstava	deystEvE
dekorativni	dEkorEtivni
demokratiju	dEmokrEtiyu
depolarizacije	dEpolorizEciye
detaljan	dEtELEn
detekciju	dEtEkciyu
disfunkcije	disfuNkciye
divljači	divlyECi
djetetu	dyetEtu
dnevnih	dnEvnih
dodira	dodirE
dodiru	dodiru
dogovoreno	dogovorEno
dokumentacija	dokumEntEciyE
dokumentarac	dokumEntorEc
dolaziti	dolEziti
domaća	domECE
dominantne	dominEntnE
donošenju	donoSE5u
doprinijela	dopriniyelE
dosada	dosEdE
dostigli	dostigli
dostignuće	dostignuCE
drugome	drugomE
državljanstva	drZavlyEnstvE
dugotrajno	dugotroyno
dugove	dugovE
duhovnog	duhovnog
efektivno	EfEktivno
eksploatacija	EksploEtEciyE
emituju	Emituyu
erectus	ErEctus
etničku	EtniCku
faktorom	faktorom
fanova	fanovE
favorit	favorit
financijskih	finEnciyskih
fiziološke	fizioloSkE
formalnog	formElnog
formiranih	formirEnih
fuga	fugE
genske	gEnskE
genskog	gEnskog
gine	ginE
glasio	glasio
gledaoca	glEdEocE
gledaoce	glEdEocE
globusa	globusE
gradiću	gradiCu
gramatike	gramEtikE
graničnim	graniCnim
građanskim	grajEnskim
građevinske	grajEvinskE
grijeha	griyehE
grobnicu	grobnicu
grofovija	grofoviyE
grubi	grubi
gušće	guSCE
higijene	xigiyenE
hladnog	xladnog
hrvatsko	xrvatsko
hrvatskoj	xrvatskoy
ideal	idEEl
idealnog	idEElnog
identificirani	idEntificirEni
igralište	igrEliStE
ilustracije	ilustrEciye
imenovati	imEnovEti
industrijskoj	industriyskoy
instalacija	instElEciyE
intenzivna	intEnzivnE
interesima	intErEsimE
ironično	ironiCno
irskog	irskog
iskazuju	iskEzuyu
iskusni	iskusni
islamskoj	islEmskoy
ispaljivanja	ispELivE5E
istraživačke	istrEZivECkE
italijansku	itEliyEnsku
izazivajući	izEzivoyuCi
izbaci	izbEci
izbornim	izbornim
izbornoj	izbornoy
izgubljenih	izgubLenih
izlazne	izlEznE
izloženost	izloZEnost
izmedu	izmEdu
iznenadne	iznEnEdnE
izoliran	izolirEn
izraelske	izrEElskE
izraženi	izrEZEni
izviđanje	izvijE5e
izvjesni	izvyesni
izvođena	izvojEnE
izvršavaju	izvrSEvoyu
izvršenja	izvrSE5E
jajima	yoyimE
javnoj	yavnoy
jedinka	yediNkE
kDa	k3 da
kabinet	kabinEt
kadar	kador
kalaja	kaloyE
kameno	kamEno
kamion	kamion
kandidirao	kandidirEo
kanjona	ka5onE
kapetanija	kapEtEniyE
kapsulu	kapsulu
katastrofe	katEstrofE
kažnjen	kaZ5en
klanja	kla5E
klasificira	klasificirE
klasificiran	klasificirEn
kliničkih	kliniCkih
kljun	kLun
ključeva	kLuCEvE
ključu	kLuCu
kocka	kockE
kocke	kockE
kodiranja	kodirE5E
koloniji	koloniyi
kolonisti	kolonisti
komadi	komEdi
komercijalnog	komErciyElnog
komesara	komEsorE
kompleksni	komplEksni
komunikacijski	komunikEciyski
koncentrirana	koncEntrirEnE
koncepata	koncEpEtE
kontinuiteta	kontinuitEtE
kontinuuma	kontinuumE
kontrakciju	kontrEkciyu
koordinatama	koordinEtEmE
kopljem	kopLem
korisničkog	korisniCkog
kotline	kotlinE
kovao	kovEo
kratkoj	kratkoy
krede	krEdE
krenu	krEnu
krivice	krivicE
krizi	krizi
krovne	krovnE
krstaši	krstaSi
krupne	krupnE
kuhinje	kuhi5e
kundak	kundEk
lahki	lahki
latinskim	latinskim
lažna	laZnE
leteći	lEtECi
ligamenata	ligEmEnEtE
linearni	linEorni
livade	livEdE
ljubavnice	LubEvnicE
ljubitelj	LubitEL
logički	logiCki
mahale	mahElE
markera	morkErE
masivni	masivni
mehaničkog	mEhEniCkog
mehaničku	mEhEniCku
mejoze	meyozE
mirnim	mirnim
mišljenjima	miSLe5imE
mjesnih	myesnih
mještana	myeStEnE
mnogobrojna	mnogobroynE
modernizaciju	modErnizEciyu
modne	modnE
mokraćne	mokrECnE
momenat	momEnEt
monarhiju	monorhiyu
monopol	monopol
monumentalne	monumEntElnE
moralne	morElnE
moze	mozE
moćnog	moCnog
muzičare	muziCorE
nadoknaditi	nadoknEditi
nadovezuje	nadovEzuye
naelektrisanja	naElEktrisE5E
naglašeno	naglESEno
najdužim	noyduZim
najmoćniji	noymoCniyi
najraniji	noyrEniyi
najstarijim	noystoriyim
naposljetku	naposLetku
napunio	napunio
naredila	norEdilE
navodne	navodnE
nazivana	nazivEnE
nazivati	nazivEti
našlo	naSlo
nedjelju	nEdyeLu
nejednakosti	neyednEkosti
nekadašnjih	nEkEdES5ih
nekretnina	nEkrEtninE
nepoznatom	nEpoznEtom
neprijateljstvo	nEpriyEtELstvo
nereda	nErEdE
nijansama	niyEnsEmE
nijedno	niyedno
normalu	normElu
norveške	norvESkE
noža	noZE
obećanja	obECE5E
obilježavanja	obiLeZEvE5E
obilježene	obiLeZEnE
obitelj	obitEL
običaju	obiCoyu
objavile	obyEvilE
objavljivati	obyEvlyivEti
obrazuje	obrEzuye
obrnuta	obrnutE
odbacila	odbEcilE
odbrambena	odbrEmbEnE
odjeljku	odyeLku
odjeći	odyeCi
odredbi	odrEdbi
oduševljen	oduSEvlyen
odvojila	odvoyilE
ognjišta	og5iStE
okosnica	okosnicE
okrenula	okrEnulE
okružene	okruZEnE
okršaj	okrSoy
okupatora	okupEtorE
omladinske	omlEdinskE
omogućavala	omoguCEvElE
oprosti	oprosti
optika	optikE
opuštanje	opuStE5e
osjećaji	osyeCoyi
oslobode	oslobodE
osmine	osminE
osmini	osmini
osnov	osnov
osnovani	osnovEni
ostavljen	ostEvlyen
osvetio	osvEtio
osvjetljenja	osvyetLe5E
osvjetljenje	osvyetLe5e
otad	otEd
otada	otEdE
otkad	otkEd
otporna	otpornE
otvorom	otvorom
označili	oznECili
očekivani	oCEkivEni
očekivanog	oCEkivEnog
oštri	oStri
pacova	pacovE
pakt	pakt
paljenje	paLe5e
parlamentarna	porlEmEntornE
pauzu	pauzu
pehara	pEhorE
peptid	pEptid
periferne	pErifErnE
pištoljem	piStoLem
planiran	planirEn
plaćeni	plaCEni
plovila	plovilE
pločica	ploCicE
poboljšanim	poboLSEnim
pobunjenicima	pobu5enicimE
podignuto	podignuto
podijele	podiyelE
podmornica	podmornicE
podnožja	podnoZyE
podrazumjeva	podrEzumyevE
podrum	podrum
pogođeno	pogojEno
pohađala	pohEjElE
pojačala	poyECElE
pokriveno	pokrivEno
pokušalo	pokuSElo
pokušavala	pokuSEvElE
polaganje	polEgE5e
pomno	pomno
poprečne	poprECnE
porezi	porEzi
poroda	porodE
portugalski	portugElski
pospješuje	pospyeSuye
potvrda	potvrdE
povećali	povECEli
povjerenja	povyerE5E
pozitivnim	pozitivnim
poznajemo	poznoyemo
poznatije	poznEtiye
počinili	poCinili
poželjno	poZELno
pravoslavnog	pravoslEvnog
prašina	praSinE
predstavljajući	prEtstEvlyoyuCi
predstavljeno	prEtstEvlyeno
prekretnicu	prEkrEtnicu
premještanja	prEmyeStE5E
prenoćismo	prEnoCismo
preostalim	prEostElim
prepoznatljive	prEpoznEtLivE
preradi	prErEdi
prestanak	prEstEnEk
presudno	prEsudno
presudu	prEsudu
prethodi	prEthodi
pretraga	prEtrEgE
prevoza	prEvozE
prijedlozi	priyedlozi
prijelazu	priyelEzu
primjenjivati	primye5ivEti
primljeni	primLeni
prinuđen	prinujEn
priredio	prirEdio
pristaša	pristESE
privremenu	privrEmEnu
pričvršćuju	priCvrSCuyu
probavnog	probEvnog
probio	probio
problemu	problEmu
probudi	probudi
prodavnica	prodEvnicE
prognozu	prognozu
proizveli	proizvEli
proizvodu	proizvodu
projekcija	proyekciyE
prolazila	prolEzilE
prolazu	prolEzu
propisuje	propisuye
prosječnim	prosyeCnim
prođu	proju
prošlih	proSlih
prste	prstE
prugom	prugom
psihičke	psihiCkE
publikacije	publikEciye
putanji	putE5i
puše	puSE
radijusa	radiyusE
raketama	rakEtEmE
rakom	rakom
ranjena	ra5enE
rasnih	rasnih
rastući	rastuCi
razdvojene	razdvoyenE
razlikovale	razlikovElE
razmacima	razmEcimE
raznolik	raznolik
razvitak	razvitEk
razvojnih	razvoynih
rađena	rajEnE
reaguje	rEEguye
reaktivni	rEEktivni
realizacije	rEElizEciye
redoslijedom	rEdosliyedom
redukciju	rEdukciyu
referentnog	rEfErEntnog
registracije	rEgistrEciye
rekordi	rEkordi
religijski	rEligiyski
repertoara	rEpErtoorE
republikanske	rEpublikEnskE
restoranima	rEstorEnimE
rezanje	rEzE5e
rezidencije	rEzidEnciye
rezolucija	rEzoluciyE
ribu	ribu
rijetkosti	riyetkosti
riječni	riyeCni
riječnog	riyeCnog
ritmu	ritmu
rječnika	ryeCnikE
robom	robom
roditelj	roditEL
rođacima	rojEcimE
rudarstva	rudorstvE
rudarstvo	rudorstvo
rukovodstvom	rukovotstvom
rumunski	rumunski
runda	rundE
rutu	rutu
sadržava	sadrZEvE
sakrije	sakriye
sakupio	sakupio
sala	salE
samrti	samrti
sarađivali	sorEjivEli
sastancima	sastEncimE
scenskih	scEnskih
sedme	sEdmE
sedmero	sEdmEro
sekundarnim	sEkundornim
seljacima	sELEcimE
senzora	sEnzorE
serveru	sErvEru
seže	sEZE
sg	s3g3
sheme	shEmE
sijeku	siyeku
simetrični	simEtriCni
sjajne	syoynE
sjede	syedE
sjeveroistočnoj	syevEroistoCnoy
skijanje	skiyE5e
skladištu	skladiStu
skriveno	skrivEno
skupo	skupo
skupom	skupom
slavenska	slavEnskE
slikari	slikori
slom	slom
složenom	sloZEnom
služeći	sluZECi
smanjilo	sma5ilo
smeđu	smEju
socijalistička	sociyElistiCkE
sopstveni	sopstvEni
spalio	spalio
spektralne	spEktrElnE
spiralni	spirElni
spoje	spoye
sporim	sporim
sportom	sportom
sprege	sprEgE
spuštanja	spuStE5E
srednjom	srEd5om
srušili	sruSili
stabilizatora	stabilizEtorE
stabilniji	stabilniyi
stekne	stEknE
stigle	stiglE
stihovi	stihovi
stimulacije	stimulEciye
stojeći	stoyeCi
stolica	stolicE
stražnja	straZ5E
strijele	striyelE
strijelom	striyelom
strujanje	struyE5e
stručna	struCnE
subotu	subotu
suhog	suhog
suosnivač	suosnivEC
suprotnoj	suprotnoy
susretima	susrEtimE
suviše	suviSE
suši	suSi
svakodnevnim	svakodnEvnim
svjedočanstvo	svyedoCEnstvo
svjetova	svyetovE
takozvanom	takozvEnom
teatra	tEEtrE
tekućinom	tEkuCinom
tenisu	tEnisu
tipske	tipskE
tolerancija	tolErEnciyE
tomova	tomovE
topovi	topovi
trajali	troyEli
transakcija	transEkciyE
transportu	transportu
traume	traumE
trebamo	trEbEmo
trokut	trokut
tronu	tronu
troše	troSE
trske	trskE
trče	trCE
turisti	turisti
tuče	tuCE
tučka	tuCkE
tužioca	tuZiocE
tv	t3v3
tvrdog	tvrdog
ubijene	ubiyenE
ublažava	ublEZEvE
udaljava	udELEvE
ugledne	uglEdnE
ugraditi	ugrEditi
ugroženi	ugroZEni
ukrašavanja	ukrESEvE5E
uložio	uloZio
uočljiva	uoCLivE
uređen	urEjEn
ustanovama	ustEnovEmE
ustanovu	ustEnovu
ustavom	ustEvom
utjecaju	utyecoyu
uzdužne	uzduZnE
uzimao	uzimEo
učinkovito	uCiNkovito
ušće	uSCE
vakcina	vakcinE
vatri	vatri
videa	vidEE
visi	visi
viđa	vijE
viđenja	vijE5E
vjerna	vyernE
vjerni	vyerni
vladarica	vladoricE
vladavini	vladEvini
vodeću	vodECu
vodopad	vodopEd
volim	volim
vruća	vruCE
zabava	zabEvE
zabilježili	zabiLeZili
zadržan	zadrZEn
zadržavajući	zadrZEvoyuCi
zaduženi	zaduZEni
zakleo	zaklEo
zaključaka	zakLuCEkE
zaljev	zaLev
zastupnici	zastupnici
zatvorenih	zatvorEnih
zatvori	zatvori
zatvoriti	zatvoriti
zauzeta	zauzEtE
zavladala	zavlEdElE
zdanja	zda5E
zdravstveno	zdrafstvEno
zimskom	zimskom
zločinima	zloCinimE
znatnu	znatnu
zrelog	zrElog
zvaničnu	zvaniCnu
zvjezdica	zvyezdicE
zvonikom	zvonikom
čamac	CamEc
činjenicama	Ci5enicEmE
čistoća	CistoCE
čvorovima	CvorovimE
Široko	Siroko
Škotska	SkotskE
šesta	SEstE
šesto	SEsto
šestoj	SEstoy
širim	Sirim
školom	Skolom
školskim	Skolskim
šumarstvo	Sumorstvo
žensko	ZEnsko
žitarice	ZitoricE
živu	Zivu
župan	ZupEn
žvakanje	ZvakE5e
AHC	ahc
Aleksandrije	alEksEndriye
Alfons	alfons
Američko	amEriCko
Anadolije	anEdoliye
Areni	orEni
Arsenala	orsEnElE
Arthura	orthurE
Artur	ortur
Atlas	atlEs
Austrijanci	austriyEnci
Autarijati	autoriyEti
Baker	bakEr
Barceloni	borcEloni
Bitke	bitkE
Bizantijski	bizEntiyski
Bizantijsko	bizEntiysko
Blondie	blondiE
Bohemije	bohEmiye
Borci	borci
Brut	brut
Clara	clorE
Clinton	clinton
Curry	curry
DHEA	thEE
Dawn	davn
Deklaracija	dEklorEciyE
Delawarea	dElEvorEE
Demetrije	dEmEtriye
Doboja	doboyE
Događaj	dogEjoy
Doyle	doylE
Dražen	draZEn
Dream	drEEm
Državnom	drZavnom
Duž	duZ
Dvorac	dvorEc
Edition	Edition
Edwards	Edvorts
Ekspedicija	EkspEdiciyE
English	ENglish
Eve	EvE
FIDE	fidE
FSH	f3s3x3
FireRed	firE rEd
Firma	firmE
Formiranje	formirE5e
Garrosa	gorrosE
Georgije	gEorgiye
Gibraltar	gibrEltor
Glenn	glEnn
Grove	grovE
HDZ	x3d3z3
Halifa	xalifE
Herceg	xErcEg
Hermann	xErmEnn
Ilija	iliyE
Istočnih	istoCnih
Izgubio	izgubio
Jacob	yacob
Jadranskog	yadrEnskog
Jajca	yoycE
Janković	yaNkoviC
Jasmina	yasminE
Jefferson	yeffErson
Jerusalem	yerusElEm
Jevrejima	yevreyimE
Juana	yuEnE
Kasnija	kasniyE
Kenije	kEniye
Khan	khan
